#NEXUS

[1 samples from mcmc run generated by language trees. File written 27-Aug-2021 15:40:33]
[This file contains the values of XI at each leaf.]
[For associated trees see same file with .nex extension]
[Sample 	armenian   	lycian   	hittite   	luvian   	oldirish   	welsh   	oscan   	latin   	umbrian   	oldenglish   	gothic   	oldhighgerman   	oldnorse   	lithuanian   	oldprussian   	oldcslavonic   	latvian   	oldpersian   	vedic   	avestan   	tocharian_b   	tocharian_a   	albanian   	greek   	]
         240 	0.99858313 	0.17553392 	0.94648599 	0.51260664 	0.98602182 	0.99692644 	0.24892168 	0.99684121 	0.29278640 	0.99805937 	0.88680654 	0.99817126 	0.98839038 	0.99902015 	0.87338407 	0.99164785 	0.99893185 	0.43211262 	0.99955983 	0.94773804 	0.94342679 	0.90757063 	0.99727651 	0.99914522 	
         241 	0.99877960 	0.16883474 	0.89778737 	0.58024398 	0.98838919 	0.99751713 	0.24281881 	0.99725015 	0.31128162 	0.99746847 	0.90633262 	0.99627864 	0.99301350 	0.99563124 	0.87307434 	0.98694565 	0.99705529 	0.42830425 	0.99900858 	0.95719396 	0.95148013 	0.90308695 	0.99813695 	0.99883824 	
         242 	0.99703879 	0.13610199 	0.91994231 	0.57304414 	0.98995372 	0.99734333 	0.22143676 	0.99900409 	0.28823824 	0.99613561 	0.84244824 	0.99513134 	0.99385917 	0.99743700 	0.86694225 	0.99447418 	0.99837548 	0.43620821 	0.99945645 	0.95320762 	0.95787077 	0.88270869 	0.99733214 	0.99967829 	
         243 	0.99663690 	0.12467416 	0.91459094 	0.53101201 	0.99325159 	0.99876751 	0.24478146 	0.99790798 	0.29927391 	0.99270009 	0.84818583 	0.99820079 	0.99133139 	0.99757574 	0.89498587 	0.98078837 	0.99961463 	0.40830012 	0.99760840 	0.95823229 	0.97042303 	0.88561079 	0.99589753 	0.99962652 	
         244 	0.99838040 	0.13425530 	0.89825516 	0.49296168 	0.98245308 	0.99938145 	0.25304793 	0.99842227 	0.30719941 	0.99430805 	0.89433219 	0.99848107 	0.99426333 	0.99894561 	0.86934655 	0.98815356 	0.99938861 	0.41477675 	0.99786485 	0.94183635 	0.97001879 	0.87801678 	0.99572541 	0.99978117 	
         245 	0.99630056 	0.16098935 	0.89741638 	0.53311789 	0.98695941 	0.99844559 	0.26148904 	0.99358268 	0.29336112 	0.98427333 	0.88972705 	0.99954870 	0.99376888 	0.99845333 	0.85996862 	0.98878678 	0.99979023 	0.42348746 	0.99800678 	0.94939582 	0.97047105 	0.91268844 	0.99686286 	0.99953490 	
         246 	0.97918381 	0.14637721 	0.90814447 	0.53564321 	0.98916438 	0.99817110 	0.26548358 	0.99725862 	0.29718326 	0.99503903 	0.89032351 	0.99894591 	0.98661769 	0.99884314 	0.88465413 	0.98815556 	0.99950605 	0.42660576 	0.99816107 	0.95536904 	0.95091768 	0.91327258 	0.99767841 	0.99759110 	
         247 	0.99074255 	0.14415354 	0.93352077 	0.53443356 	0.98514818 	0.99789936 	0.26357017 	0.99861843 	0.29535243 	0.99688817 	0.86797212 	0.99966503 	0.99413406 	0.99589269 	0.86627734 	0.99411140 	0.99878164 	0.42511207 	0.99820131 	0.92870551 	0.95930425 	0.90448233 	0.99757784 	0.99778903 	
         248 	0.97710641 	0.16263003 	0.92329041 	0.49025310 	0.99123353 	0.99885546 	0.27850824 	0.99889488 	0.31056476 	0.99627081 	0.89419865 	0.99527860 	0.98931364 	0.99554271 	0.86990281 	0.99340047 	0.99832514 	0.44366270 	0.99818949 	0.95586299 	0.95429306 	0.91726585 	0.99929840 	0.99837383 	
         249 	0.98916363 	0.12172940 	0.93598658 	0.49493246 	0.98370402 	0.99801781 	0.28541389 	0.99706906 	0.31468076 	0.99692361 	0.88647510 	0.99875784 	0.99416132 	0.99593781 	0.90351021 	0.98901691 	0.99751954 	0.44157842 	0.99833897 	0.93796528 	0.93545456 	0.91093229 	0.98961600 	0.99838353 	
         250 	0.97874225 	0.08824904 	0.91028118 	0.47567890 	0.98568486 	0.99879805 	0.29988104 	0.99382857 	0.28855585 	0.99238939 	0.90943506 	0.99927920 	0.99420584 	0.99730556 	0.86034046 	0.98958044 	0.99717555 	0.42755429 	0.99915333 	0.94840938 	0.93667329 	0.89196610 	0.99673416 	0.99765361 	
         251 	0.98924673 	0.15321753 	0.86900349 	0.47418919 	0.98010300 	0.99913991 	0.23521666 	0.99342084 	0.32690808 	0.99636858 	0.91232507 	0.99283859 	0.99381401 	0.99527849 	0.87760203 	0.99408508 	0.99663766 	0.40932756 	0.99785724 	0.95176888 	0.95226331 	0.89256078 	0.99784988 	0.99832979 	
         252 	0.99271198 	0.15019286 	0.93198050 	0.50884955 	0.98156957 	0.99794671 	0.20349904 	0.99727802 	0.29899315 	0.99820490 	0.88921701 	0.99237600 	0.99833673 	0.99736764 	0.85270777 	0.97398751 	0.99784899 	0.37730009 	0.99860707 	0.96474278 	0.94710934 	0.92288491 	0.99704612 	0.99477344 	
         253 	0.99593520 	0.16903954 	0.93020008 	0.51609131 	0.99325646 	0.98880151 	0.21730191 	0.99738713 	0.31114118 	0.99723947 	0.88408458 	0.99782257 	0.99721001 	0.99765974 	0.87750199 	0.98720705 	0.99599742 	0.38809110 	0.99358611 	0.94492516 	0.95845040 	0.91291183 	0.99896252 	0.99750449 	
         254 	0.99568256 	0.12960921 	0.91552250 	0.53735515 	0.99222765 	0.99251555 	0.29271254 	0.99829816 	0.27845378 	0.99876934 	0.88326686 	0.99817839 	0.99819316 	0.99777122 	0.87263430 	0.99022465 	0.99464982 	0.35369351 	0.99595450 	0.94413288 	0.94102364 	0.89287790 	0.99926716 	0.98743416 	
         255 	0.99445994 	0.13401988 	0.91565210 	0.56831317 	0.99532401 	0.99438222 	0.30475739 	0.99291584 	0.28000001 	0.99960642 	0.86883642 	0.99744951 	0.99915345 	0.99844843 	0.87480329 	0.98809799 	0.99488071 	0.39262826 	0.99552975 	0.95597118 	0.95627877 	0.92928356 	0.99922224 	0.99556324 	
         256 	0.99394664 	0.11252069 	0.90358230 	0.57125083 	0.97941109 	0.99830992 	0.28749701 	0.99244519 	0.35471678 	0.99887957 	0.87186030 	0.99403643 	0.99939718 	0.99794337 	0.87258524 	0.99535300 	0.99380260 	0.37754940 	0.99758491 	0.94476614 	0.93599535 	0.89147921 	0.99937915 	0.99085755 	
         257 	0.99808908 	0.12482665 	0.90652158 	0.57496630 	0.99098567 	0.99916306 	0.26852433 	0.99802107 	0.27947779 	0.99745823 	0.85773527 	0.99219031 	0.99727718 	0.99788582 	0.90488497 	0.99368574 	0.99806970 	0.38294345 	0.99719040 	0.94152276 	0.94591620 	0.90677050 	0.98992247 	0.99101234 	
         258 	0.99858587 	0.15398442 	0.91454635 	0.58912696 	0.98921002 	0.99497730 	0.22775915 	0.99526563 	0.33264013 	0.99908618 	0.88926026 	0.99686133 	0.99830548 	0.99933440 	0.85370520 	0.98633579 	0.99823129 	0.40033289 	0.99724733 	0.95318377 	0.93124544 	0.90587623 	0.99688570 	0.98889480 	
         259 	0.99809903 	0.15860174 	0.92147174 	0.50629393 	0.99170978 	0.99477195 	0.25566023 	0.99631761 	0.29774500 	0.99961027 	0.86107108 	0.99961723 	0.99880161 	0.99831786 	0.82925475 	0.98887467 	0.99513038 	0.40360572 	0.99330462 	0.94020528 	0.94253376 	0.90817555 	0.99548575 	0.99789561 	
         260 	0.99696715 	0.14278732 	0.90777662 	0.53032722 	0.99353074 	0.99728517 	0.21689891 	0.99854385 	0.28378035 	0.99857425 	0.88756685 	0.99707432 	0.99460200 	0.99610032 	0.82848998 	0.99416297 	0.99416002 	0.39239624 	0.99711731 	0.96369762 	0.97081992 	0.91859018 	0.99619119 	0.99623078 	
         261 	0.99949976 	0.13327584 	0.90777694 	0.49709447 	0.98692181 	0.99625697 	0.20820976 	0.99839338 	0.27583330 	0.99641646 	0.87674259 	0.99873133 	0.99623389 	0.99738943 	0.88379351 	0.99352944 	0.98993046 	0.42063416 	0.98687506 	0.94085941 	0.96332989 	0.90417952 	0.99763499 	0.99846024 	
         262 	0.99828945 	0.11316537 	0.94191053 	0.52323945 	0.98329238 	0.99795451 	0.27818509 	0.99876843 	0.30707721 	0.99301926 	0.88939539 	0.99932702 	0.99585605 	0.99211966 	0.86404923 	0.99253486 	0.98895849 	0.44483506 	0.99061587 	0.95262850 	0.93549066 	0.93132491 	0.98131572 	0.99866374 	
         263 	0.99885609 	0.14657183 	0.92304563 	0.52159575 	0.98788404 	0.99599293 	0.27569652 	0.99779928 	0.33225995 	0.99178132 	0.89322942 	0.99951602 	0.99726571 	0.99715069 	0.87601235 	0.99216400 	0.99333199 	0.44000841 	0.99345829 	0.93360685 	0.97335145 	0.90981588 	0.98705007 	0.99846787 	
         264 	0.99834666 	0.19073085 	0.91876616 	0.53679317 	0.98006922 	0.99706746 	0.25142674 	0.99868364 	0.31089050 	0.99534532 	0.87721596 	0.99879652 	0.99901109 	0.98929010 	0.83156397 	0.99069881 	0.99240764 	0.38734924 	0.99196848 	0.95390763 	0.96051975 	0.90045313 	0.98925721 	0.99651598 	
         265 	0.99861727 	0.15964355 	0.89153704 	0.51899952 	0.98626308 	0.99670214 	0.22267101 	0.99853686 	0.28441901 	0.99712334 	0.91214321 	0.99935174 	0.99502801 	0.99361037 	0.83636704 	0.99053855 	0.99512228 	0.41275459 	0.99907719 	0.93633867 	0.94853609 	0.92030965 	0.99542897 	0.99064051 	
         266 	0.99940893 	0.12501403 	0.90682422 	0.54069190 	0.98585692 	0.99883459 	0.25772735 	0.99853105 	0.30680235 	0.99515389 	0.88095481 	0.99748214 	0.99654898 	0.99661492 	0.85949093 	0.98280019 	0.99763755 	0.43923846 	0.99916882 	0.95027436 	0.95136454 	0.90194221 	0.99750186 	0.99466319 	
         267 	0.99937069 	0.11464799 	0.90972307 	0.46813360 	0.98669680 	0.99872775 	0.23475253 	0.99776985 	0.29858998 	0.99773106 	0.85077528 	0.99408209 	0.99278391 	0.99759173 	0.84420397 	0.98243728 	0.99818410 	0.43259507 	0.99786536 	0.94968526 	0.96978221 	0.88244374 	0.99175384 	0.99366301 	
         268 	0.99866584 	0.12908804 	0.92754373 	0.49429544 	0.98760290 	0.99950835 	0.24586120 	0.99774729 	0.30877196 	0.99870301 	0.86956527 	0.99860581 	0.99471240 	0.99825111 	0.86855937 	0.99232086 	0.99935908 	0.45249933 	0.99905528 	0.95258273 	0.96460513 	0.93394797 	0.99661376 	0.99815135 	
         269 	0.99879962 	0.15651797 	0.91935125 	0.51727316 	0.98838880 	0.99971432 	0.20605693 	0.99530153 	0.33054263 	0.99917324 	0.88826724 	0.99924395 	0.99866821 	0.99848410 	0.85650061 	0.99108967 	0.99688933 	0.46974321 	0.99799283 	0.94279797 	0.94001571 	0.90554793 	0.99914175 	0.99781697 	
         270 	0.99867625 	0.12577065 	0.87310378 	0.51081477 	0.99250898 	0.99953656 	0.25199941 	0.99918482 	0.29542964 	0.99731761 	0.89767524 	0.99816409 	0.99864128 	0.99725270 	0.87360131 	0.99240476 	0.99904828 	0.42100482 	0.99636074 	0.94078278 	0.95942750 	0.89054549 	0.99919202 	0.99817478 	
         271 	0.99905636 	0.13169615 	0.91818286 	0.49585311 	0.99368792 	0.99925449 	0.25706934 	0.99934033 	0.30020521 	0.99711807 	0.87863624 	0.99843788 	0.99791925 	0.99827539 	0.88037023 	0.98707211 	0.99568645 	0.44187930 	0.99752233 	0.95326472 	0.95235565 	0.89331157 	0.99929941 	0.99676915 	
         272 	0.99858473 	0.14462146 	0.94063603 	0.54770268 	0.99494116 	0.99841222 	0.26812839 	0.99885795 	0.31062214 	0.99791382 	0.89722062 	0.99875846 	0.99974819 	0.99656237 	0.85998147 	0.98523227 	0.99875887 	0.37050647 	0.99679232 	0.94367715 	0.95810379 	0.90278464 	0.99918832 	0.99718378 	
         273 	0.99850644 	0.14643069 	0.90145959 	0.54865935 	0.98758083 	0.99745670 	0.26967638 	0.99674683 	0.31208026 	0.99862159 	0.87160354 	0.99985061 	0.99878537 	0.99907395 	0.87958331 	0.99495885 	0.99948248 	0.37183793 	0.99952718 	0.95464858 	0.95312050 	0.91556722 	0.99919526 	0.99834626 	
         274 	0.99728930 	0.13762275 	0.87008378 	0.52458770 	0.99281061 	0.99864168 	0.24994311 	0.99629820 	0.28201541 	0.99767558 	0.87932519 	0.99920227 	0.99944735 	0.99646306 	0.87432062 	0.98195345 	0.99737391 	0.34438473 	0.99902656 	0.93307865 	0.95009167 	0.92343789 	0.99984626 	0.99880560 	
         275 	0.99863823 	0.14407506 	0.91160607 	0.52814474 	0.98893431 	0.99683355 	0.27352278 	0.99457534 	0.28738737 	0.99802380 	0.88608711 	0.99585912 	0.99939843 	0.99726395 	0.85973766 	0.98364453 	0.99708332 	0.43705648 	0.99821111 	0.95659413 	0.95870788 	0.91021947 	0.99970471 	0.99948812 	
         276 	0.99793452 	0.15995859 	0.93181398 	0.50019728 	0.99241019 	0.99529358 	0.26331687 	0.99543152 	0.33657086 	0.99670907 	0.89786058 	0.99779031 	0.99888898 	0.99933015 	0.82814788 	0.98518243 	0.99901518 	0.44637170 	0.99794395 	0.94342424 	0.95295757 	0.92434425 	0.99949505 	0.99742301 	
         277 	0.99835045 	0.11819968 	0.90352807 	0.47535182 	0.98045716 	0.99843519 	0.28872570 	0.99355798 	0.32042055 	0.99775647 	0.90510291 	0.99567459 	0.99790089 	0.99925684 	0.84241640 	0.98927054 	0.99615543 	0.40422143 	0.99930644 	0.95884600 	0.95277746 	0.92361186 	0.99945873 	0.99835750 	
         278 	0.99959637 	0.12601712 	0.92404339 	0.48000299 	0.98343466 	0.99700106 	0.28933446 	0.99498911 	0.31214513 	0.99861389 	0.89570440 	0.99781415 	0.99872961 	0.99674397 	0.84381343 	0.99536400 	0.99773953 	0.40950320 	0.99893408 	0.95474320 	0.94593844 	0.92191043 	0.99891353 	0.99685993 	
         279 	0.99770550 	0.10897431 	0.91621980 	0.51172654 	0.99537192 	0.99217379 	0.26653865 	0.99568620 	0.29873185 	0.99972327 	0.87480867 	0.99614163 	0.99783193 	0.99225133 	0.89308401 	0.98726168 	0.99610073 	0.39798842 	0.99827268 	0.97075424 	0.95531018 	0.91321597 	0.99928629 	0.99793121 	
         280 	0.99314820 	0.11724185 	0.91617613 	0.47500772 	0.99148555 	0.99361656 	0.27334420 	0.99779892 	0.30523869 	0.99988738 	0.90500631 	0.99402520 	0.99861109 	0.99197016 	0.86006968 	0.98481973 	0.99425455 	0.40357429 	0.99647924 	0.96406679 	0.96430241 	0.91071701 	0.99584664 	0.99669481 	
         281 	0.99570452 	0.13778848 	0.89668562 	0.52943366 	0.99554071 	0.99530331 	0.29025747 	0.99401809 	0.32140960 	0.99967909 	0.86049312 	0.99655497 	0.99968877 	0.99622057 	0.88730925 	0.98200010 	0.99257132 	0.40937601 	0.99496413 	0.94249395 	0.91602023 	0.88313230 	0.99705183 	0.99845916 	
         282 	0.99559905 	0.11652338 	0.94059867 	0.51790696 	0.98698686 	0.99528232 	0.27287206 	0.99940482 	0.30478727 	0.99993481 	0.88923729 	0.99645128 	0.99930918 	0.99716510 	0.86671110 	0.99081375 	0.99093052 	0.39490845 	0.99462971 	0.94659494 	0.94046780 	0.91263894 	0.99846345 	0.99804042 	
         283 	0.99878858 	0.12330138 	0.92229311 	0.52160556 	0.99577678 	0.99357174 	0.27674681 	0.99940559 	0.30023761 	0.99995798 	0.90673673 	0.99650802 	0.99911661 	0.99803674 	0.86786747 	0.98025619 	0.99459693 	0.39955069 	0.99509391 	0.95693883 	0.96170343 	0.91172749 	0.99610217 	0.99443799 	
         284 	0.99917252 	0.12662324 	0.92258754 	0.52058449 	0.98413079 	0.99805843 	0.27948726 	0.99938515 	0.30288906 	0.99978797 	0.87943423 	0.99878736 	0.99848641 	0.99897019 	0.87198102 	0.98767556 	0.99696316 	0.40182583 	0.99518551 	0.91109642 	0.96404694 	0.92694964 	0.99850958 	0.99845577 	
         285 	0.99935717 	0.12915546 	0.92951268 	0.51289047 	0.98280719 	0.99306263 	0.24025790 	0.99776270 	0.28558719 	0.99947120 	0.87229481 	0.99567136 	0.99725151 	0.99934390 	0.86306623 	0.98042484 	0.99658906 	0.39222589 	0.99635925 	0.95029003 	0.94639562 	0.91813500 	0.99951430 	0.99960811 	
         286 	0.99986864 	0.12247322 	0.92909782 	0.51002354 	0.98339034 	0.99545578 	0.23578637 	0.98295464 	0.33628651 	0.99941847 	0.91075311 	0.99835096 	0.99435413 	0.99937595 	0.86226029 	0.98492430 	0.99741788 	0.39805655 	0.99696141 	0.93536391 	0.93747227 	0.90143733 	0.99721936 	0.99804178 	
         287 	0.99994205 	0.11920511 	0.91626838 	0.49090476 	0.97280736 	0.99800951 	0.24473396 	0.99336465 	0.34506195 	0.99941130 	0.87969593 	0.99726326 	0.99436994 	0.99881159 	0.87665789 	0.99088966 	0.99651037 	0.41883808 	0.99834767 	0.94317996 	0.93550343 	0.88376217 	0.99739624 	0.99809638 	
         288 	0.99983063 	0.15743069 	0.95056803 	0.51900163 	0.97856958 	0.99970059 	0.27751172 	0.99534050 	0.23933077 	0.99949115 	0.87079552 	0.99823956 	0.99292254 	0.99637593 	0.89003928 	0.98918529 	0.99700183 	0.44405990 	0.99872282 	0.94042437 	0.93332934 	0.90960700 	0.99665192 	0.99679314 	
         289 	0.99988788 	0.13834850 	0.93771055 	0.50810816 	0.98693196 	0.99911925 	0.26114908 	0.99053597 	0.26222539 	0.99914087 	0.90100383 	0.99169947 	0.99224756 	0.99778836 	0.84029725 	0.99100978 	0.99704519 	0.43146918 	0.99856352 	0.93233416 	0.94927420 	0.88061378 	0.99904565 	0.99632549 	
         290 	0.99975765 	0.15821058 	0.92804145 	0.50116806 	0.98304689 	0.99905080 	0.27818046 	0.99355197 	0.27923196 	0.99823783 	0.89922258 	0.99437784 	0.99551345 	0.99687075 	0.85100100 	0.99009444 	0.99892775 	0.45445530 	0.99922057 	0.93344516 	0.94707959 	0.90949698 	0.99776225 	0.99958081 	
         291 	0.99838253 	0.14707220 	0.93548829 	0.49456762 	0.99499210 	0.99601905 	0.25514483 	0.99518076 	0.26969491 	0.99801604 	0.88153875 	0.99859249 	0.99960578 	0.99648218 	0.84633300 	0.99297543 	0.99481813 	0.38621674 	0.99881249 	0.94354346 	0.95399149 	0.89667395 	0.99929993 	0.99867521 	
         292 	0.99918998 	0.11140517 	0.90843742 	0.52632562 	0.99060155 	0.99390640 	0.28221426 	0.99907224 	0.31447680 	0.99691948 	0.89797239 	0.98816275 	0.99945465 	0.99747535 	0.88487464 	0.99306737 	0.99567167 	0.40852277 	0.99768565 	0.96551245 	0.96934896 	0.90763718 	0.99600018 	0.99934567 	
         293 	0.99440786 	0.11214991 	0.88860212 	0.53025396 	0.99800655 	0.99179156 	0.27714791 	0.99939766 	0.31505134 	0.99876591 	0.85396035 	0.99143433 	0.99956890 	0.99966657 	0.88362048 	0.99386418 	0.99822240 	0.40901849 	0.99733299 	0.93580468 	0.95552838 	0.92376621 	0.99889779 	0.99967577 	
         294 	0.99314516 	0.12357529 	0.89897773 	0.51849326 	0.97613998 	0.99858512 	0.25905037 	0.99921860 	0.29790276 	0.99654264 	0.87905120 	0.99795358 	0.99955031 	0.99975240 	0.86509058 	0.99132856 	0.99975251 	0.39422250 	0.99807896 	0.93842650 	0.95441498 	0.91518521 	0.99739498 	0.99926471 	
         295 	0.99132348 	0.11637680 	0.92936613 	0.51273133 	0.97376375 	0.99730860 	0.26555656 	0.99899484 	0.27454770 	0.99385939 	0.90433041 	0.99228050 	0.99537748 	0.99896793 	0.87294007 	0.98507073 	0.99902173 	0.39954175 	0.99866913 	0.93870251 	0.94544027 	0.90304463 	0.99605697 	0.99941065 	
         296 	0.99252224 	0.13737599 	0.91185565 	0.53232733 	0.98956496 	0.99611805 	0.26247313 	0.99950047 	0.30372249 	0.99077923 	0.91775308 	0.99478954 	0.99780600 	0.99864201 	0.89839701 	0.98649760 	0.99978331 	0.42368978 	0.99354875 	0.92824415 	0.93322026 	0.90515067 	0.99792472 	0.99865204 	
         297 	0.99213723 	0.12426215 	0.91921221 	0.53917364 	0.98932929 	0.99286300 	0.20814109 	0.99883327 	0.31993613 	0.99867038 	0.88709227 	0.99633589 	0.99886858 	0.99929713 	0.86917513 	0.99531662 	0.99874260 	0.41492856 	0.99786359 	0.91724191 	0.92944226 	0.91559423 	0.99767605 	0.99863699 	
         298 	0.99744076 	0.16753552 	0.90816805 	0.49099720 	0.98938700 	0.99662226 	0.24679259 	0.99826860 	0.30889535 	0.99901661 	0.90568976 	0.99716432 	0.99864886 	0.99783987 	0.85995754 	0.99495370 	0.99886829 	0.44383906 	0.99422451 	0.93676309 	0.95723458 	0.89491235 	0.99644898 	0.99697804 	
         299 	0.99767120 	0.10301237 	0.90736416 	0.53637029 	0.98831970 	0.99586229 	0.24426171 	0.99770743 	0.30426024 	0.99891354 	0.88742151 	0.99803557 	0.99957367 	0.99792125 	0.88410657 	0.98379095 	0.99888598 	0.44197028 	0.99507886 	0.95026895 	0.95395235 	0.89190671 	0.99697047 	0.99592209 	
         300 	0.99934823 	0.14770562 	0.90977142 	0.52600951 	0.99456498 	0.99547065 	0.23508258 	0.98851802 	0.29580984 	0.99902542 	0.87085512 	0.99987146 	0.99916549 	0.99947094 	0.87077802 	0.98437598 	0.99744027 	0.40751340 	0.99773896 	0.94826926 	0.93392259 	0.87620280 	0.99781571 	0.99595224 	
         301 	0.99915858 	0.15647260 	0.89513403 	0.52253356 	0.99305612 	0.99641496 	0.21121380 	0.99386122 	0.34758989 	0.99873651 	0.91544696 	0.99911668 	0.99849482 	0.99988703 	0.84966612 	0.98895133 	0.99754839 	0.43758155 	0.99688144 	0.92401295 	0.95388711 	0.90151695 	0.99476317 	0.99360875 	
         302 	0.99634851 	0.16235946 	0.94363614 	0.54854516 	0.98708443 	0.99905956 	0.20920305 	0.99659503 	0.28836457 	0.99799313 	0.90332381 	0.99966568 	0.99974512 	0.99996445 	0.84928289 	0.99348492 	0.99829522 	0.37507000 	0.99966054 	0.95317151 	0.95533541 	0.90126590 	0.99730389 	0.99359246 	
         303 	0.99524585 	0.16916268 	0.89703401 	0.52832521 	0.98887590 	0.99657711 	0.24150958 	0.99397227 	0.32432601 	0.99544399 	0.87445512 	0.99933373 	0.99981567 	0.99994677 	0.86102733 	0.98364684 	0.99734696 	0.38014561 	0.99973020 	0.93888945 	0.94158450 	0.91015347 	0.99921194 	0.99127842 	
         304 	0.99759095 	0.15912972 	0.91241548 	0.49835477 	0.97623060 	0.99604332 	0.23235026 	0.99901889 	0.30760930 	0.99819558 	0.88111055 	0.99755491 	0.99815182 	0.99982111 	0.88205851 	0.97843682 	0.99722509 	0.37266041 	0.99835602 	0.94840772 	0.93541967 	0.89050484 	0.99591288 	0.99340901 	
         305 	0.99826909 	0.12134795 	0.93229704 	0.55409918 	0.98115009 	0.98968188 	0.21633576 	0.99824708 	0.29316484 	0.99915942 	0.90655969 	0.99749440 	0.99768816 	0.99979269 	0.87959804 	0.98272884 	0.99289820 	0.35957303 	0.99437300 	0.94501955 	0.95094951 	0.92568058 	0.99536023 	0.99795495 	
         306 	0.99929202 	0.12507418 	0.91807318 	0.56352884 	0.98444445 	0.98925097 	0.24015851 	0.99790493 	0.24334656 	0.99953164 	0.88151661 	0.99849442 	0.99573342 	0.99975002 	0.88214424 	0.98055428 	0.99587496 	0.37311643 	0.99602928 	0.95603119 	0.96446751 	0.93742084 	0.99847204 	0.99888061 	
         307 	0.99665723 	0.14519415 	0.92549649 	0.51806526 	0.98496150 	0.98949815 	0.26766813 	0.99962718 	0.26074671 	0.99831698 	0.89127058 	0.99909007 	0.99719692 	0.99976437 	0.89150611 	0.98542177 	0.99604580 	0.38753237 	0.99501150 	0.97635759 	0.95775310 	0.91350882 	0.99126361 	0.99862956 	
         308 	0.99384157 	0.16813072 	0.92501201 	0.53551562 	0.98463551 	0.97746300 	0.27193215 	0.99970308 	0.26749693 	0.99702037 	0.89331776 	0.99571180 	0.99887521 	0.99908322 	0.86720094 	0.97452184 	0.98758455 	0.51393202 	0.99792017 	0.93041634 	0.95463125 	0.89758672 	0.99651717 	0.99951958 	
         309 	0.99681736 	0.13095532 	0.91384837 	0.52425552 	0.98804313 	0.99268809 	0.23939554 	0.99972663 	0.23987499 	0.99366188 	0.89550358 	0.99783265 	0.99922240 	0.99826129 	0.88912789 	0.98779314 	0.99020743 	0.42167373 	0.99886989 	0.92475697 	0.94514660 	0.90907845 	0.99759184 	0.99008519 	
